iter	RMSE
175	0.0174857307
176	0.01722344102
177	0.01695745694
178	0.01670312593
179	0.01641388622
180	0.01610347081
181	0.01588311432
182	0.01564692504
183	0.01538475778
184	0.01512099033
185	0.01495302288
186	0.01470516719
187	0.01441707182
188	0.01411980381
189	0.01383857155
190	0.01361947163
191	0.01350353207
192	0.01326068789
193	0.01299589531
194	0.01274923012
195	0.01253473436
196	0.01235478476
197	0.01212048599
198	0.01190400099
199	0.01167996605
200	0.01146393419
201	0.01122369506
202	0.01102384854
203	0.01083457958
204	0.01061773453
205	0.01047039532
206	0.01034680073
207	0.01017294704
208	0.009981078577
209	0.009800142566
210	0.009676582169
211	0.009527929261
212	0.009338616677
213	0.009219543962
214	0.009116843859
215	0.008956981879
216	0.008824390656
217	0.008711840862
218	0.008552349508
219	0.008435671572
220	0.008327036628
221	0.008185190798
222	0.008037779876
223	0.007909196555
224	0.007775931022
225	0.007668871103
226	0.007551753521
227	0.007446070971
228	0.007357446536
229	0.007280130977
230	0.007222328222
231	0.007110050293
232	0.007032245838
233	0.006914471084
234	0.006813912516
235	0.006694511222
236	0.006619650083
237	0.006510895635
238	0.006417510868
239	0.006325798318
240	0.00622907085
241	0.006152969829
242	0.006041600673
243	0.005973973746
244	0.005864457179
245	0.005791034331
246	0.005684618234
247	0.005603386119
248	0.005545770634
249	0.005483157805
250	0.005405870427
251	0.005359069086
252	0.005271932894
253	0.005215391309
254	0.005145791156
255	0.005087200195
256	0.005033658731
257	0.004957003482
258	0.00491356393
259	0.004857423429
260	0.004796844629
261	0.004735134116
262	0.004651536299
263	0.004593106007
264	0.004553884971
265	0.004486408355
266	0.004436530474
267	0.004391534589
268	0.004348340944
269	0.004315125477
270	0.004267483634
271	0.004210303366
272	0.00415424674
273	0.004116992773
274	0.004069006002
275	0.004012419928
276	0.003955578776
277	0.003891454725
278	0.003849021254
279	0.003780255407
280	0.003745393299
281	0.003712075152
282	0.003678579332
283	0.003641856523
284	0.003592995238
285	0.003535953481
286	0.003498038918
287	0.00345243202
288	0.003396210191
289	0.003345251829
290	0.003309820568
291	0.00327414399
292	0.003233403338
293	0.003201313771
294	0.003157095028
295	0.003122507843
296	0.003083128015
297	0.00304577355
298	0.003013323873
299	0.002971218322
300	0.002931347525
301	0.002889125211
302	0.00283700068
303	0.002808985851
304	0.002775582105
305	0.002741330428
306	0.002687298308
307	0.002650355476
308	0.002630340282
309	0.002611942439
310	0.002580824821
311	0.002565020358
312	0.00253921569
313	0.002501546036
314	0.002462535705
315	0.002426339601
316	0.00239949299
317	0.002381933874
318	0.002350934265
319	0.002332786631
320	0.002308454326
321	0.002268934255
322	0.002243322213
323	0.002202375001
324	0.002171044945
325	0.002134548554
326	0.002106615526
327	0.002079510061
328	0.002056957265
329	0.00203541469
330	0.002016874624
331	0.001998662739
332	0.001974727232
333	0.001939224693
334	0.001920328974
335	0.001904443539
336	0.001887007584
337	0.00185469942
338	0.001832798304
339	0.001803713338
340	0.001788787519
341	0.001785524503
342	0.001762541364
343	0.001738568552
344	0.001719190229
345	0.001687628826
346	0.001670143328
347	0.001641452508
348	0.001622976399
349	0.001605093148
350	0.001586995834
351	0.001576643917
352	0.001545156593
353	0.001529755268
354	0.001508482555
355	0.001488967086
356	0.001465765282
357	0.001446796234
358	0.001433637025
359	0.001412559682
360	0.001398101767
361	0.001378181362
362	0.001355830178
363	0.001341090957
364	0.001324374722
365	0.00130454349
366	0.001290564227
367	0.001281378826
368	0.001267850835
369	0.001257206193
370	0.001239848229
371	0.001229569353
372	0.001212468119
373	0.00121054919
374	0.001201637545
375	0.001194838032
376	0.001182212755
377	0.001174001223
378	0.001159809211
379	0.00114714076
380	0.001133599361
381	0.001126790529
382	0.001108516783
383	0.001095247103
384	0.001078663004
385	0.001065969436
386	0.001054059313
387	0.00104201854
388	0.001028907452
389	0.001024628885
390	0.001013111028
391	0.0009997007617
392	0.0009930293387
393	0.0009774224424
394	0.0009696086424
395	0.0009558704613
396	0.0009487371638
397	0.0009376311976
398	0.0009268207282
399	0.0009163951696
400	0.0009073766868
401	0.0008943539371
402	0.0008832726817
403	0.0008753104795
404	0.0008661740596
405	0.0008539226483
406	0.0008409499787
407	0.0008346373295
408	0.0008260138616
409	0.0008159718797
410	0.0008052429818
411	0.0007999465579
412	0.0007920593341
413	0.0007843092492
414	0.0007731295544
415	0.0007689650388
416	0.0007577718793
417	0.000751158692
418	0.0007499399875
419	0.0007452979961
420	0.0007380339882
421	0.0007313790155
422	0.0007178683211
423	0.0007172112116
424	0.0007159333078
425	0.000706493214
426	0.0007014642628
427	0.0006950692538
428	0.0006866723157
429	0.0006761539893
430	0.0006684972185
431	0.000656995917
432	0.0006515663522
433	0.0006478267923
434	0.0006414449441
435	0.0006328191735
436	0.000629741343
437	0.0006230078309
438	0.0006172783173
439	0.0006127413835
440	0.0006049258164
441	0.000598026011
442	0.0005916769944
443	0.0005873594449
444	0.0005825166369
445	0.0005770116967
446	0.0005709597391
447	0.0005660635427
448	0.0005607913298
449	0.0005557801545
450	0.0005503491783
451	0.0005445262992
452	0.000540082632
453	0.0005367978796
454	0.0005297133187
455	0.0005290896367
456	0.000523585451
457	0.0005191073846
458	0.000513296124
459	0.0005082659303
460	0.0005054430834
461	0.0004970857746
462	0.0004952047596
463	0.0004872385114
464	0.0004816380838
465	0.0004771912161
466	0.0004700012041
467	0.0004628374018
468	0.0004576416799
469	0.0004530392994
470	0.0004523596405
471	0.0004471555568
472	0.0004424278263
473	0.0004403477501
474	0.0004373099306
475	0.0004355670865
476	0.0004312049735
477	0.0004271587292
478	0.0004193088789
479	0.0004139596551
480	0.0004093371499
481	0.0004065449107
482	0.0004060677034
483	0.0003994044724
484	0.0003963998928
485	0.0003902622526
486	0.0003877447771
487	0.0003854471014
488	0.0003787625944
489	0.0003764269349
490	0.0003760169324
491	0.0003705063706
492	0.0003679839007
493	0.0003663948176
494	0.000365089785
495	0.0003643132643
496	0.000361362068
497	0.0003584483062
498	0.000357093063
499	0.000354206486
500	0.0003497549918
501	0.0003438059314
502	0.0003387330168
503	0.0003375545953
504	0.0003326470205
505	0.0003288124466
506	0.0003284546744
507	0.00032642065
508	0.0003231559837
509	0.0003217609657
510	0.0003178701319
511	0.0003145173391
512	0.000309604546
513	0.0003079992062
514	0.000304815564
515	0.0003021100705
516	0.0002993128594
517	0.0002955614916
518	0.0002935063627
519	0.0002907136134
520	0.0002884015414
521	0.0002859514792
522	0.0002838511767
523	0.0002836698436
524	0.0002804239902
525	0.0002772152552
526	0.000272445568
527	0.0002690416685
528	0.0002678739813
529	0.0002639249277
530	0.0002611489363
531	0.0002585119631
532	0.0002563877963
533	0.0002522302714
534	0.0002508830246
535	0.0002481868595
536	0.0002467510606
537	0.0002438789567
538	0.0002392887066
539	0.0002369920416
540	0.0002339134695
541	0.0002322982357
542	0.0002299842594
543	0.0002280909165
544	0.0002258478497
545	0.0002248406897
546	0.0002229564035
547	0.0002214829206
548	0.000218236796
549	0.0002163851678
550	0.0002141603198
551	0.0002121200826
552	0.0002108911662
553	0.0002079965304
554	0.000205962857
555	0.0002031889459
556	0.000203021883
557	0.0002003030579
558	0.00019704631
559	0.0001931168791
560	0.0001915368585
561	0.0001911313834
562	0.0001904982022
563	0.0001886633927
564	0.0001864975016
565	0.0001841900885
566	0.0001821803545
567	0.0001801327623
568	0.0001768949258
569	0.0001767286046
570	0.0001743577634
571	0.0001728996326
572	0.0001706195845
573	0.0001689666909
574	0.0001676472372
575	0.0001648110186
576	0.0001646845539
577	0.0001620188521
578	0.000160060281
579	0.000158268464
580	0.0001559470002
581	0.0001555723784
582	0.0001553103224
583	0.0001533233343
584	0.0001513641375
585	0.000150234122
586	0.0001490105587
587	0.0001462540001
588	0.000145736885
589	0.0001456410778
590	0.0001445042855
591	0.0001419192963
592	0.0001416395195
593	0.0001403972987
594	0.0001384744342
595	0.0001366710269
596	0.0001360526515
597	0.0001336549968
598	0.0001319188348
599	0.0001308541627
600	0.0001299677529
601	0.0001281246949
602	0.0001265760653
603	0.0001260112225
604	0.0001250155135
605	0.0001239410026
606	0.0001238725589
607	0.0001231069397
608	0.0001222235582
609	0.0001219282318
610	0.0001208410968
611	0.0001204550938
612	0.0001194746855
613	0.0001181850634
614	0.0001175286033
615	0.0001155103816
616	0.0001143812211
617	0.0001132992566
618	0.0001119767841
619	0.000111073539
620	0.0001092376367
621	0.0001074577091
622	0.0001073675838
623	0.000106184907
624	0.000105423925
625	0.0001039682494
626	0.000103093107
627	0.000101816677
628	0.0001007315578
629	0.0001003096492
630	9.921034431e-05
631	9.714503302e-05
632	9.599870015e-05
633	9.479165877e-05
634	9.372532283e-05
635	9.250320363e-05
636	9.141601942e-05
637	9.080460926e-05
638	8.922579156e-05
639	8.86158159e-05
640	8.80049324e-05
641	8.72554465e-05
642	8.681757673e-05
643	8.608294042e-05
644	8.513294412e-05
645	8.457082257e-05
646	8.397821401e-05
647	8.269166579e-05
648	8.201813633e-05
649	8.135859439e-05
650	8.08549331e-05
651	7.984711756e-05
652	7.922418256e-05
653	7.895316329e-05
654	7.8468983e-05
655	7.769457557e-05
656	7.764745474e-05
657	7.742537835e-05
658	7.662321562e-05
659	7.641543369e-05
660	7.584996936e-05
661	7.508630031e-05
662	7.412302198e-05
663	7.346908921e-05
664	7.273765142e-05
665	7.232505303e-05
666	7.197623993e-05
667	7.119528112e-05
668	7.039684198e-05
669	6.988933777e-05
670	6.885180838e-05
671	6.784629598e-05
672	6.708174397e-05
673	6.59425457e-05
674	6.533382525e-05
675	6.52975151e-05
676	6.493711131e-05
677	6.481602573e-05
678	6.47588611e-05
679	6.43412014e-05
680	6.34300689e-05
681	6.260739479e-05
682	6.179374967e-05
683	6.102702611e-05
684	6.080517997e-05
685	6.002221107e-05
686	5.957114535e-05
687	5.881650366e-05
688	5.816042277e-05
689	5.753321649e-05
690	5.694800528e-05
691	5.667617556e-05
692	5.589002324e-05
693	5.552323437e-05
694	5.527809436e-05
695	5.466897517e-05
696	5.427453118e-05
697	5.378857741e-05
698	5.337757232e-05
699	5.26583226e-05
700	5.207408282e-05
701	5.162592348e-05
702	5.123275307e-05
703	5.055708949e-05
704	5.052111272e-05
705	5.006706588e-05
706	4.970048759e-05
707	4.923952852e-05
708	4.881598206e-05
709	4.814776658e-05
710	4.766178085e-05
711	4.697406264e-05
712	4.6316127e-05
713	4.577685424e-05
714	4.565263385e-05
715	4.560535288e-05
716	4.545739441e-05
717	4.534357566e-05
718	4.494816923e-05
719	4.46896037e-05
720	4.42441142e-05
721	4.362616793e-05
722	4.316965781e-05
723	4.292658497e-05
724	4.236975879e-05
725	4.183967263e-05
726	4.15423183e-05
727	4.151863929e-05
728	4.133229954e-05
729	4.077895468e-05
730	4.07530668e-05
731	4.070683489e-05
732	4.008795731e-05
733	3.967928915e-05
734	3.917988343e-05
735	3.894182756e-05
736	3.85186316e-05
737	3.832879587e-05
738	3.798974952e-05
739	3.742719566e-05
740	3.703665663e-05
741	3.639283276e-05
742	3.624341395e-05
743	3.587385034e-05
744	3.572025986e-05
745	3.537047527e-05
746	3.532374562e-05
747	3.493668787e-05
748	3.4331823e-05
749	3.39724637e-05
750	3.372522808e-05
751	3.302980861e-05
752	3.296523432e-05
753	3.263183861e-05
754	3.240223335e-05
755	3.2042952e-05
756	3.144462153e-05
757	3.117128611e-05
758	3.084676204e-05
759	3.046461309e-05
760	2.992406903e-05
761	2.956361393e-05
762	2.898432061e-05
763	2.863217328e-05
764	2.833482742e-05
765	2.806121651e-05
766	2.802162184e-05
767	2.767403457e-05
768	2.727168358e-05
769	2.705964985e-05
770	2.682980582e-05
771	2.679680671e-05
772	2.644126365e-05
773	2.605788922e-05
774	2.568974738e-05
775	2.527704023e-05
776	2.502526845e-05
777	2.480398941e-05
778	2.450727744e-05
779	2.416357241e-05
780	2.379107345e-05
781	2.333085045e-05
782	2.314603735e-05
783	2.303993641e-05
784	2.285549411e-05
785	2.265104372e-05
786	2.234704425e-05
787	2.215781777e-05
788	2.198042089e-05
789	2.179018998e-05
790	2.177833586e-05
791	2.176642026e-05
792	2.1593653e-05
793	2.13140568e-05
794	2.112343388e-05
795	2.101134638e-05
796	2.077711118e-05
797	2.054423533e-05
798	2.042110255e-05
799	2.032991166e-05
800	2.009691128e-05
801	1.973841804e-05
802	1.960992077e-05
803	1.954147868e-05
804	1.929340736e-05
805	1.904346564e-05
806	1.86958544e-05
807	1.839203082e-05
808	1.828146259e-05
809	1.827183263e-05
810	1.793897269e-05
811	1.766739065e-05
812	1.760396992e-05
813	1.741088463e-05
814	1.731338167e-05
815	1.70995106e-05
816	1.692837016e-05
817	1.67595549e-05
818	1.649608737e-05
819	1.637390381e-05
820	1.618275889e-05
821	1.604821237e-05
822	1.59456798e-05
823	1.577172596e-05
824	1.569562313e-05
825	1.539159345e-05
826	1.527844744e-05
827	1.51764675e-05
828	1.513258114e-05
829	1.503022688e-05
830	1.485269845e-05
831	1.479045231e-05
832	1.463847397e-05
833	1.460015652e-05
834	1.441141134e-05
835	1.414479737e-05
836	1.399335294e-05
837	1.388524737e-05
838	1.379565202e-05
839	1.370154579e-05
840	1.357842358e-05
841	1.351977351e-05
842	1.34936488e-05
843	1.337390477e-05
844	1.322038905e-05
845	1.31050778e-05
846	1.287794906e-05
847	1.277279853e-05
848	1.257436416e-05
849	1.244898346e-05
850	1.233506349e-05
851	1.223307175e-05
852	1.208934071e-05
853	1.208095966e-05
854	1.193730141e-05
855	1.183173328e-05
856	1.173909996e-05
857	1.161523769e-05
858	1.15654909e-05
859	1.151815493e-05
860	1.137881015e-05
861	1.130855556e-05
862	1.122950481e-05
863	1.112452e-05
864	1.106327094e-05
865	1.087141176e-05
866	1.076808802e-05
867	1.060286529e-05
868	1.053476859e-05
869	1.050030547e-05
870	1.043978328e-05
871	1.031440312e-05
872	1.019313506e-05
873	1.010572037e-05
874	9.97738576e-06
875	9.918249053e-06
876	9.817642422e-06
877	9.681441723e-06
878	9.659772468e-06
879	9.55024271e-06
880	9.492141166e-06
881	9.389007456e-06
882	9.338836282e-06
883	9.248859007e-06
884	9.148638839e-06
885	9.005327956e-06
886	8.877585098e-06
887	8.82258505e-06
888	8.711854409e-06
889	8.693045415e-06
890	8.514350468e-06
891	8.411466471e-06
892	8.287796755e-06
893	8.234514369e-06
894	8.164093815e-06
895	8.113165077e-06
896	7.995455793e-06
897	7.843167495e-06
898	7.761619758e-06
899	7.732243202e-06
900	7.651959625e-06
901	7.58924685e-06
902	7.544020663e-06
903	7.420863803e-06
904	7.349731309e-06
905	7.268009489e-06
906	7.154780374e-06
907	7.053746575e-06
908	6.919412873e-06
909	6.866637709e-06
910	6.766323111e-06
911	6.682085065e-06
912	6.55305465e-06
913	6.498388695e-06
914	6.419626673e-06
915	6.366930604e-06
916	6.27105604e-06
917	6.185713353e-06
918	6.113711172e-06
919	6.052417584e-06
920	5.977571107e-06
921	5.923496255e-06
922	5.847654443e-06
923	5.778986493e-06
924	5.729163831e-06
925	5.664157024e-06
926	5.576610059e-06
927	5.520328797e-06
928	5.480655108e-06
929	5.444347618e-06
930	5.346058734e-06
931	5.267376217e-06
932	5.194454908e-06
933	5.157185095e-06
934	5.07446435e-06
935	5.014617472e-06
936	4.985155061e-06
937	4.896133184e-06
938	4.835161119e-06
939	4.745769048e-06
940	4.687975807e-06
941	4.608734411e-06
942	4.548802947e-06
943	4.508597299e-06
944	4.437974464e-06
945	4.399745292e-06
946	4.354328694e-06
947	4.295410428e-06
948	4.233859074e-06
949	4.201234369e-06
950	4.181913013e-06
951	4.126102827e-06
952	4.084623375e-06
953	4.017438178e-06
954	3.950253243e-06
955	3.91535315e-06
956	3.879651822e-06
957	3.828886938e-06
958	3.774889556e-06
959	3.720186495e-06
960	3.705560936e-06
961	3.657701879e-06
962	3.618131191e-06
963	3.602088685e-06
964	3.573494979e-06
965	3.555513239e-06
966	3.516210702e-06
967	3.464758303e-06
968	3.398815171e-06
969	3.355508732e-06
970	3.317350233e-06
971	3.28064168e-06
972	3.222455999e-06
973	3.187624407e-06
974	3.170656504e-06
975	3.140339861e-06
976	3.130465894e-06
977	3.101955176e-06
978	3.067781097e-06
979	3.038371075e-06
980	2.988754465e-06
981	2.959233566e-06
982	2.923952258e-06
983	2.8665006e-06
984	2.846504323e-06
985	2.81807401e-06
986	2.795597792e-06
987	2.762543659e-06
988	2.732042504e-06
989	2.692538735e-06
990	2.649028754e-06
991	2.6108465e-06
992	2.608921645e-06
993	2.584554532e-06
994	2.542627049e-06
995	2.541111665e-06
996	2.497063331e-06
997	2.463589543e-06
998	2.46009406e-06
999	2.435878227e-06
